crop_id,split,image_path,label_path,crop_path,class_id,class_name,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,image_width,image_height,relative_area
train_009034_jpg.rf.40a8e0386b1750865f065ba67a9bc786_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009034_jpg.rf.40a8e0386b1750865f065ba67a9bc786.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009034_jpg.rf.40a8e0386b1750865f065ba67a9bc786.txt,data\crops\train\train_009034_jpg.rf.40a8e0386b1750865f065ba67a9bc786_000_pliers.png,2,pliers,258,206,280,260,22,54,1188,416,416,0.0068648298816568
train_009035_jpg.rf.eae567c62dda6b0daf2572803d0bceff_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009035_jpg.rf.eae567c62dda6b0daf2572803d0bceff.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009035_jpg.rf.eae567c62dda6b0daf2572803d0bceff.txt,data\crops\train\train_009035_jpg.rf.eae567c62dda6b0daf2572803d0bceff_000_pliers.png,2,pliers,225,223,270,243,45,20,900,416,416,0.0052006286982248
train_009036_jpg.rf.6ec210c859dd4b53da6293ae87f44449_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009036_jpg.rf.6ec210c859dd4b53da6293ae87f44449.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009036_jpg.rf.6ec210c859dd4b53da6293ae87f44449.txt,data\crops\train\train_009036_jpg.rf.6ec210c859dd4b53da6293ae87f44449_000_pliers.png,2,pliers,137,176,181,246,44,70,3080,416,416,0.0177977071005917
train_009039_jpg.rf.9b7f10e1f1979c81593ef10c0a5ad56c_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009039_jpg.rf.9b7f10e1f1979c81593ef10c0a5ad56c.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009039_jpg.rf.9b7f10e1f1979c81593ef10c0a5ad56c.txt,data\crops\train\train_009039_jpg.rf.9b7f10e1f1979c81593ef10c0a5ad56c_000_pliers.png,2,pliers,283,202,300,292,17,90,1530,416,416,0.0088410687869822
train_009046_jpg.rf.861c3e0fe11d9177fe74faf44591c08e_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009046_jpg.rf.861c3e0fe11d9177fe74faf44591c08e.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009046_jpg.rf.861c3e0fe11d9177fe74faf44591c08e.txt,data\crops\train\train_009046_jpg.rf.861c3e0fe11d9177fe74faf44591c08e_000_pliers.png,2,pliers,150,139,242,178,92,39,3588,416,416,0.020733173076923
train_009061_jpg.rf.c90e0fd6c242d1213061cd3b6db7f3eb_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009061_jpg.rf.c90e0fd6c242d1213061cd3b6db7f3eb.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009061_jpg.rf.c90e0fd6c242d1213061cd3b6db7f3eb.txt,data\crops\train\train_009061_jpg.rf.c90e0fd6c242d1213061cd3b6db7f3eb_000_pliers.png,2,pliers,214,184,250,245,36,61,2196,416,416,0.0126895340236686
train_009065_jpg.rf.a06d4bb0ee39e8514ce405c23fb319f2_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009065_jpg.rf.a06d4bb0ee39e8514ce405c23fb319f2.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009065_jpg.rf.a06d4bb0ee39e8514ce405c23fb319f2.txt,data\crops\train\train_009065_jpg.rf.a06d4bb0ee39e8514ce405c23fb319f2_000_pliers.png,2,pliers,147,159,179,267,32,108,3456,416,416,0.0199704142011834
train_009069_jpg.rf.e30ba34ad377bc3bd3b766dee18098ae_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009069_jpg.rf.e30ba34ad377bc3bd3b766dee18098ae.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009069_jpg.rf.e30ba34ad377bc3bd3b766dee18098ae.txt,data\crops\train\train_009069_jpg.rf.e30ba34ad377bc3bd3b766dee18098ae_000_pliers.png,2,pliers,183,174,209,269,26,95,2470,416,416,0.0142728365384615
train_009071_jpg.rf.b5ce1929761f4b828a8065c9d61f2d70_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009071_jpg.rf.b5ce1929761f4b828a8065c9d61f2d70.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009071_jpg.rf.b5ce1929761f4b828a8065c9d61f2d70.txt,data\crops\train\train_009071_jpg.rf.b5ce1929761f4b828a8065c9d61f2d70_000_pliers.png,2,pliers,213,219,235,283,22,64,1408,416,416,0.0081360946745562
train_009076_jpg.rf.b11d8f0cc50b841d493e4ae2998b80e0_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009076_jpg.rf.b11d8f0cc50b841d493e4ae2998b80e0.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009076_jpg.rf.b11d8f0cc50b841d493e4ae2998b80e0.txt,data\crops\train\train_009076_jpg.rf.b11d8f0cc50b841d493e4ae2998b80e0_000_pliers.png,2,pliers,255,210,274,245,19,35,665,416,416,0.003842686760355
train_009079_jpg.rf.62710dba4e60b653c3bb0620c0af8863_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009079_jpg.rf.62710dba4e60b653c3bb0620c0af8863.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009079_jpg.rf.62710dba4e60b653c3bb0620c0af8863.txt,data\crops\train\train_009079_jpg.rf.62710dba4e60b653c3bb0620c0af8863_000_pliers.png,2,pliers,243,116,290,142,47,26,1222,416,416,0.007061298076923
train_009081_jpg.rf.2a3f6c01bbf5913cf8f18f35a4bbd8f4_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009081_jpg.rf.2a3f6c01bbf5913cf8f18f35a4bbd8f4.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009081_jpg.rf.2a3f6c01bbf5913cf8f18f35a4bbd8f4.txt,data\crops\train\train_009081_jpg.rf.2a3f6c01bbf5913cf8f18f35a4bbd8f4_000_pliers.png,2,pliers,318,189,337,295,19,106,2014,416,416,0.0116378513313609
train_009082_jpg.rf.a6b14ff9c00238c18a95e8ab913b2653_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009082_jpg.rf.a6b14ff9c00238c18a95e8ab913b2653.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009082_jpg.rf.a6b14ff9c00238c18a95e8ab913b2653.txt,data\crops\train\train_009082_jpg.rf.a6b14ff9c00238c18a95e8ab913b2653_000_pliers.png,2,pliers,168,217,199,251,31,34,1054,416,416,0.0060905140532544
train_009090_jpg.rf.e5f4da6f2c186b8da97528540df1d75b_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009090_jpg.rf.e5f4da6f2c186b8da97528540df1d75b.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009090_jpg.rf.e5f4da6f2c186b8da97528540df1d75b.txt,data\crops\train\train_009090_jpg.rf.e5f4da6f2c186b8da97528540df1d75b_000_pliers.png,2,pliers,205,163,258,199,53,36,1908,416,416,0.0110253328402366
train_009091_jpg.rf.9604c397635b235a0611d715197ced55_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009091_jpg.rf.9604c397635b235a0611d715197ced55.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009091_jpg.rf.9604c397635b235a0611d715197ced55.txt,data\crops\train\train_009091_jpg.rf.9604c397635b235a0611d715197ced55_000_pliers.png,2,pliers,161,211,185,241,24,30,720,416,416,0.0041605029585798
train_009092_jpg.rf.3d9ff123b615e418e27b46cdaf10e89d_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009092_jpg.rf.3d9ff123b615e418e27b46cdaf10e89d.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009092_jpg.rf.3d9ff123b615e418e27b46cdaf10e89d.txt,data\crops\train\train_009092_jpg.rf.3d9ff123b615e418e27b46cdaf10e89d_000_pliers.png,2,pliers,204,135,236,175,32,40,1280,416,416,0.007396449704142
train_009096_jpg.rf.d081f5493ebde3c585f7decbc195a739_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009096_jpg.rf.d081f5493ebde3c585f7decbc195a739.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009096_jpg.rf.d081f5493ebde3c585f7decbc195a739.txt,data\crops\train\train_009096_jpg.rf.d081f5493ebde3c585f7decbc195a739_000_pliers.png,2,pliers,163,261,200,293,37,32,1184,416,416,0.0068417159763313
train_009097_jpg.rf.42acc1c8c1b0fb0d080a2cc0f7da0fdc_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009097_jpg.rf.42acc1c8c1b0fb0d080a2cc0f7da0fdc.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009097_jpg.rf.42acc1c8c1b0fb0d080a2cc0f7da0fdc.txt,data\crops\train\train_009097_jpg.rf.42acc1c8c1b0fb0d080a2cc0f7da0fdc_000_pliers.png,2,pliers,189,163,211,206,22,43,946,416,416,0.0054664386094674
train_009105_jpg.rf.e9ad11e4ab9511b7c284cdb1196d0b0e_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009105_jpg.rf.e9ad11e4ab9511b7c284cdb1196d0b0e.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009105_jpg.rf.e9ad11e4ab9511b7c284cdb1196d0b0e.txt,data\crops\train\train_009105_jpg.rf.e9ad11e4ab9511b7c284cdb1196d0b0e_000_pliers.png,2,pliers,195,111,314,169,119,58,6902,416,416,0.0398830436390532
train_009108_jpg.rf.139c01548aa1b052cd2dc68e0d0fe18a_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009108_jpg.rf.139c01548aa1b052cd2dc68e0d0fe18a.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009108_jpg.rf.139c01548aa1b052cd2dc68e0d0fe18a.txt,data\crops\train\train_009108_jpg.rf.139c01548aa1b052cd2dc68e0d0fe18a_000_pliers.png,2,pliers,150,215,181,244,31,29,899,416,416,0.0051948502218934
train_009110_jpg.rf.5e652e463a658fef36ccdbea4e76c005_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009110_jpg.rf.5e652e463a658fef36ccdbea4e76c005.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009110_jpg.rf.5e652e463a658fef36ccdbea4e76c005.txt,data\crops\train\train_009110_jpg.rf.5e652e463a658fef36ccdbea4e76c005_000_pliers.png,2,pliers,249,236,291,254,42,18,756,416,416,0.0043685281065088
train_009112_jpg.rf.7d7eab08517851f55d340f75bb117ece_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009112_jpg.rf.7d7eab08517851f55d340f75bb117ece.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009112_jpg.rf.7d7eab08517851f55d340f75bb117ece.txt,data\crops\train\train_009112_jpg.rf.7d7eab08517851f55d340f75bb117ece_000_pliers.png,2,pliers,217,261,232,292,15,31,465,416,416,0.0026869914940828
train_009113_jpg.rf.f53ec468332292e89424bd0c1acaed05_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009113_jpg.rf.f53ec468332292e89424bd0c1acaed05.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009113_jpg.rf.f53ec468332292e89424bd0c1acaed05.txt,data\crops\train\train_009113_jpg.rf.f53ec468332292e89424bd0c1acaed05_000_pliers.png,2,pliers,214,137,249,246,35,109,3815,416,416,0.022044887204142
train_009114_jpg.rf.56f86768e5ee8f1f706ba7c3518c9445_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009114_jpg.rf.56f86768e5ee8f1f706ba7c3518c9445.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009114_jpg.rf.56f86768e5ee8f1f706ba7c3518c9445.txt,data\crops\train\train_009114_jpg.rf.56f86768e5ee8f1f706ba7c3518c9445_000_pliers.png,2,pliers,160,109,280,145,120,36,4320,416,416,0.0249630177514792
train_009123_jpg.rf.cd0351cbf5d08aa966fc336ddd71340e_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009123_jpg.rf.cd0351cbf5d08aa966fc336ddd71340e.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009123_jpg.rf.cd0351cbf5d08aa966fc336ddd71340e.txt,data\crops\train\train_009123_jpg.rf.cd0351cbf5d08aa966fc336ddd71340e_000_pliers.png,2,pliers,234,144,262,254,28,110,3080,416,416,0.0177977071005917
train_009125_jpg.rf.3f493607cf5c6f67bf36f610519012bc_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009125_jpg.rf.3f493607cf5c6f67bf36f610519012bc.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009125_jpg.rf.3f493607cf5c6f67bf36f610519012bc.txt,data\crops\train\train_009125_jpg.rf.3f493607cf5c6f67bf36f610519012bc_000_pliers.png,2,pliers,100,138,210,160,110,22,2420,416,416,0.0139839127218934
train_009128_jpg.rf.ca3d462aeb92d52281aea5ec73d37dd9_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009128_jpg.rf.ca3d462aeb92d52281aea5ec73d37dd9.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009128_jpg.rf.ca3d462aeb92d52281aea5ec73d37dd9.txt,data\crops\train\train_009128_jpg.rf.ca3d462aeb92d52281aea5ec73d37dd9_000_pliers.png,2,pliers,164,266,207,286,43,20,860,416,416,0.0049694896449704
train_009132_jpg.rf.5fbe4e7b4837a1eaf280c4b7172c3853_000_pliers,train,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\images\009132_jpg.rf.5fbe4e7b4837a1eaf280c4b7172c3853.jpg,C:\Users\Juan Ramirez\.cache\kagglehub\datasets\orvile\x-ray-baggage-anomaly-detection\versions\1\train\labels\009132_jpg.rf.5fbe4e7b4837a1eaf280c4b7172c3853.txt,data\crops\train\train_009132_jpg.rf.5fbe4e7b4837a1eaf280c4b7172c3853_000_pliers.png,2,pliers,221,218,242,246,21,28,588,416,416,0.0033977440828402
